APPUSERID,ARTICLE_NUMBER,COMPANY,CONTENT_TYPE
33afe0f429803d67680a3f63e78f3312d3abe774e6fe273966d80c8b708c6b81,KB1580971,Home Office,Release Notes
4ab820b64c0d689ed7711aea1fe25039ffe507e1483d1c0267237e34435cd036,KB0860316,Home Office,Support and Troubleshooting
a9dc1d86a507d17db4e771a7880de814ab48cb15db9869afdc177bc44ff53cd2,KB0820679,Peraton - County of San Diego,Support and Troubleshooting
eeec33af0a0f4bfedade1e201d8e7f25bc0e3de3f91cd63ef762a1044add6873,KB1263317,McKesson Corp,Support and Troubleshooting
eeec33af0a0f4bfedade1e201d8e7f25bc0e3de3f91cd63ef762a1044add6873,KB0954983,McKesson Corp,Support and Troubleshooting
eeec33af0a0f4bfedade1e201d8e7f25bc0e3de3f91cd63ef762a1044add6873,KB0995298,McKesson Corp,Support and Troubleshooting
1d756d33165e4118e0c379e26348071ff41baaeace651b78418ae7ab715031d8,KB0993399,S&P Global Inc,Support and Troubleshooting
20ba0a2928f8588f84fdb791f4040164676b0ffae323985942767ea1c1f81762,KB0597477,Kao Corp,Known Error
d275eb1ad886332d3066f5a58e4dfc2a0f8565f9883f0c58ac94b5929ddd7491,KB1001915,Visy Industries Australia Pty Ltd,Support and Troubleshooting
a5333b4bd28f4b94f46953c539d054e35c9e1b8c349650594afa7a6e317def75,KB1213471,Calgary Catholic School District,Known Error
d6558bd596be9790d9c37a87922a97640b4b4c1efbf547b49ef9ccd508581a38,KB1285089,Distell Ltd,Support and Troubleshooting
7c5f09a4caa5ff04d6b83566d9d2bf35a5c44a6a85556b0e7b017988dad0f590,KB0720812,Paychex Inc,Support and Troubleshooting
acb9f8791912f2f14f2696263ed14ec4280fced6db045e7af600cd00501957e4,KB0621170,Coreio Inc,Known Error
cf63231d176b6fed753a5eef85f1bcd60bab2acedd9483ac87f524779f984ae2,KB0813884,Wipro Ltd,Support and Troubleshooting
7005bb00b2fe000e2fdc597b11ac2ad3beda43da6db3b2bdd35f8c3590b3feb4,KB0695182,SoftBank Group Corp.,Support and Troubleshooting
fb91418b8449bd35002071e3e0000affa6c77141d9dbce9145bf211f5cfd2e36,KB0998111,Mitsui Mining & Smelting Co Ltd,Support and Troubleshooting
75a7ec3235746b7268deb8be815c6bcec9411fb6134b306a4bfd63c721923afd,KB0958932,Unilever UK Ltd,CORE
75a7ec3235746b7268deb8be815c6bcec9411fb6134b306a4bfd63c721923afd,KB1584507,Unilever UK Ltd,Known Error
707d742f550b2dfe7de374c622fc2a24165870666e26e5a0c9a42c28450be90f,KB0829159,84 Lumber Co,Support and Troubleshooting
50dc3e96da8b1e32755854562f98db43fbf53837096d7f4534c266bbbaeebd24,KB0623464,James Cook University,Support and Troubleshooting
a2c5ee2f24845cd87496aa45d8243e260a80eb47ddc445c76fa8c7c9f5721fff,KB0547254,University Of Texas At Austin,Support and Troubleshooting
7c5f3fb141737d29b2b9ee6871a06662207b95ebc9cf4aaa219f5e99bc4946ce,KB0550695,BNP Paribas Procurement Tech,Support and Troubleshooting
ced2dc04d5322ac7de25592d75499c1569c2aa0b92962c481f23d876b9812fb6,KB0635444,Ameriprise Financial Inc,Support and Troubleshooting
ced2dc04d5322ac7de25592d75499c1569c2aa0b92962c481f23d876b9812fb6,KB0596921,Ameriprise Financial Inc,Support and Troubleshooting
21e9333cd5b6c54733d4846ed3ef0979c36a03880d9719b17244fb2de2503fef,KB0749918,Sherwin-Williams Co,Support and Troubleshooting
6e8cb11529aac0815e01ff18e42036feb1c4b2db66538ede2049d480a6cf1c92,KB0756571,NTT Comware Corp,"Trust, Privacy, and Compliance"
6e8cb11529aac0815e01ff18e42036feb1c4b2db66538ede2049d480a6cf1c92,KB0953526,NTT Comware Corp,Support and Troubleshooting
57896ac4683328d26ce201ae9b8031b3fbf376114fe665fc221e339be664793f,KB0964562,Nestle Operational Services Worldwide SA,CORE
57896ac4683328d26ce201ae9b8031b3fbf376114fe665fc221e339be664793f,KB0958958,Nestle Operational Services Worldwide SA,CORE
57896ac4683328d26ce201ae9b8031b3fbf376114fe665fc221e339be664793f,KB0959738,Nestle Operational Services Worldwide SA,CORE
5681de87cd13ee46bf67aa6ca20213a60ed48494fec122626092c55a6b034a54,KB0959395,Kloves Inc,Support and Troubleshooting
1b88d783b256dec583026feaddd43c91edb3dc415c43182b6897f0b5a469e5fd,KB0682490,Hong Kong Exchanges and Clearing Ltd,Known Error
1b88d783b256dec583026feaddd43c91edb3dc415c43182b6897f0b5a469e5fd,KB0993167,Hong Kong Exchanges and Clearing Ltd,Support and Troubleshooting
1b88d783b256dec583026feaddd43c91edb3dc415c43182b6897f0b5a469e5fd,KB1113388,Hong Kong Exchanges and Clearing Ltd,Support and Troubleshooting
27e6d1620146493bd784234977b1df2cb7e722b7d0bb47e1ebe4256253139ec6,KB0958770,RSM US LLP - DASH,CORE
27e6d1620146493bd784234977b1df2cb7e722b7d0bb47e1ebe4256253139ec6,KB0959733,RSM US LLP - DASH,CORE
27e6d1620146493bd784234977b1df2cb7e722b7d0bb47e1ebe4256253139ec6,KB0958876,RSM US LLP - DASH,CORE
757e17f677c7b8e10f6babb90d8a9f4e170aa3f11f5544073bb8d762cc7551a1,KB0959484,RSM US LLP - DASH,CORE
27e6d1620146493bd784234977b1df2cb7e722b7d0bb47e1ebe4256253139ec6,KB0958878,RSM US LLP - DASH,CORE
27e6d1620146493bd784234977b1df2cb7e722b7d0bb47e1ebe4256253139ec6,KB1167040,RSM US LLP - DASH,Support and Troubleshooting
457e8016fe9195e419976b435449488be930b1fbec6aa26f4f44dbd7403fb498,KB0597477,AvalonBay Communities Inc,Known Error
d719389dc43299500d0ab113c0c5439ab28892c5ad4ed6780479ebefe2f1561f,KB1516475,Ohio State University Office Of Information Technology,Release Notes
b575171ec6550443b88dda570f5760f75740e550c923ddfded87a26db6186be7,KB0830014,"Ahead, Inc.",Support and Troubleshooting
707d742f550b2dfe7de374c622fc2a24165870666e26e5a0c9a42c28450be90f,KB0827153,84 Lumber Co,Support and Troubleshooting
cb14376954110a410a6443c2a2f6cd4a325cf2e8eae697f973318c8ab574f7d3,KB1500780,Semaphore Partners LLC,Support and Troubleshooting
cc003ced82cef8ab3af71bae95abf89fbda85b7c27fdb4f8ebc69af83098066a,KB0779867,Secretary Of State For Environment Food & Rural Affairs,Support and Troubleshooting
cc003ced82cef8ab3af71bae95abf89fbda85b7c27fdb4f8ebc69af83098066a,KB1115691,Secretary Of State For Environment Food & Rural Affairs,Support and Troubleshooting
f2aef72798b717bbfc83bd6b48fcd7225e55264304cd40fbab7e1c3efc81931a,KB0996464,Childrens Hospital Of Philadelphia,CORE
6ae0665dab581ed0fefc5f861f61b8fb7bb1ebcb355078d95a66a316bdb2c941,KB1585859,Accenture Japan Ltd - Ministry of Defense,Release Notes
4e5e13fa1667e93d468aac911c51b696e1d614551ca7f1f12ed3ce032fc96776,KB1002312,Environmental Systems Research Institute Inc ESRI,Support and Troubleshooting
4e5e13fa1667e93d468aac911c51b696e1d614551ca7f1f12ed3ce032fc96776,KB0996134,Environmental Systems Research Institute Inc ESRI,Support and Troubleshooting
0f5600d0bc108c9f9065201f884124f861e38905cf7b672f4ebd5b45dc9da4ad,KB0696575,Brookfield Financial Properties LP,Support and Troubleshooting
f3cfc30d3922d985b5e17408510dc82d9c206b7a413bce889dcf963e39693e96,KB0597538,Kyndryl HST,Support and Troubleshooting
11cb094bae0da91127299761621eafe68928d73d474b9f0b87f0807feeaf204c,KB1584509,The Clearing House Payments Co LLC,Known Error
161bd4874ed7b33e8e344504611518d02521b5fe6792a29452a074d505573066,KB0793441,Solve.it S.P.A.,Support and Troubleshooting
dcc8f763363b63bec3eb2996c98a373883fa74fa46015ef1c17bd6717256dcb6,KB0547260,KPMG CIO Advisory Ltd,Support and Troubleshooting
dcc8f763363b63bec3eb2996c98a373883fa74fa46015ef1c17bd6717256dcb6,KB1000420,KPMG CIO Advisory Ltd,Support and Troubleshooting
43351e9393d4506c93dc93f578dea998ce84c6cfc51bb6fdc7a6734a268f4131,KB1080402,DXC Technology Servicios España S.L.U.,Support and Troubleshooting
38ef7af9645a65aed5d229ca678e9f55b9da42257a72a91fb56452181b04d16b,KB1112431,DXC Technology Servicios España S.L.U.,Support and Troubleshooting
5b02339d3c86c379458e62ca8955d215c6fbe00ecf66ca4d3595443f96d149d8,KB0760356,Amazon OpsTechIT,Support and Troubleshooting
5b02339d3c86c379458e62ca8955d215c6fbe00ecf66ca4d3595443f96d149d8,KB1523390,Amazon OpsTechIT,Self-Hosted
c11d8935ebdea37181b259ea95cf8f9ead88d56742ad6b496f723cb0a2e24c51,KB1281661,Accenture do Brasil Ltda,Support and Troubleshooting
62d19fbbf12e79332826108e203a790e7938b15b6a95a37fb4d3a378878a1880,KB1436606,City National Bank,Support and Troubleshooting
c82b9b1b1190f15bdbaa533e36b1f9a0be535aa14e5db46cbb81487338097690,KB1203676,Cognizant Technology Solutions Benelux B,Support and Troubleshooting
5487becffcf6b615439fb1f44953e5c623cfff93f241efbee3483f78f7b972b1,KB0635788,Infosys - Jabil,Support and Troubleshooting
6ae79e06d7d3d4800ee74406e5165ca7d62f1529c85e58093ac485de5afd5cbe,KB0863789,Mitsubishi Electric Software Corporation,Known Error
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB0818949,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB1116916,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB0750818,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB0955194,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB0817552,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
f6bda69851d2d5787e7d3bbc0d5a6099c108512305d2b4b19347f03419335832,KB0551236,Accenture MSP ATOM,Support and Troubleshooting
f6bda69851d2d5787e7d3bbc0d5a6099c108512305d2b4b19347f03419335832,KB0547560,Accenture MSP ATOM,Support and Troubleshooting
f6bda69851d2d5787e7d3bbc0d5a6099c108512305d2b4b19347f03419335832,KB0684593,Accenture MSP ATOM,Support and Troubleshooting
3d8b4cb7bfbfd4ab063fba7381d08d31fe931d39bc5da736c5810b1f7215b2c0,KB0813280,Gainwell Technologies LLC,Support and Troubleshooting
78e13698c277649772349a386391d81cf4d08e562779562a8b6813a418ae9634,KB0535148,LivePerson Ltd,Support and Troubleshooting
5253f85b240888d845a4e229e0988bdfe6535133db3bca90303fb4ac53cbae2f,KB0959721,Fisher & Paykel Healthcare Limited,CORE
3174eda93e04294a8de98a184171dc310d80d4e88b06f3f69ce08de98607e1d8,KB0777758,Kaptius Ltd (CTS Group Ltd),Support and Troubleshooting
7bf9395c4f1041ddc70c90c055cacb65aece95b44833cc036ae946ab12d1e381,KB0541128,Nilfisk AS,Support and Troubleshooting
5d118c1f1628b968dd62d128cd8c0c0c0e0bd164ced6e85b967ba1bed499652e,KB0817983,Prime Therapeutics LLC,Support and Troubleshooting
b4a576c90794c6526fb9d7d7266b2f4f6f26a2babed020cf6dfeeb17ae063b35,KB0959728,KPMG South Africa,CORE
9a3aadff25f9791a1a564b2fbd7678ddc124c831ba6b907168536f2732298f06,KB0823311,Pekin Insurance,Support and Troubleshooting
9a3aadff25f9791a1a564b2fbd7678ddc124c831ba6b907168536f2732298f06,KB0547279,Pekin Insurance,Support and Troubleshooting
9a3aadff25f9791a1a564b2fbd7678ddc124c831ba6b907168536f2732298f06,KB0753126,Pekin Insurance,Support and Troubleshooting
3a3c199ddf7fc6f38fc54542e4202d08959219c1f488e3c37aa31f0c600f36d8,KB0952354,OVH SAS,Self-Hosted
2f509ac2ac4d6a60b50e6e30005bae7ab930085834133988670d970867e1a2a6,KB0712569,Deutsche Telekom Business Solutions GmbH,Support and Troubleshooting
775cc84154ea8a97e950d8e48c750fe050e894a2599d2da9851705e431b302ae,KB0996113,"Thirdera Solutions, S.L.",Known Error
4bdb4674d1d9270aeb9029aad629c60fb3d93ae37876f825e146cfd364df51e8,KB0761070,"Thirdera Solutions, S.L.",Known Error
b01452a4f4226339633b3f82ef83cd7581cb23c4231a2ee405c16ffd367d57e5,KB0716270,"Thirdera Solutions, S.L.",Support and Troubleshooting
0ca2f56895552e2ee4b49f1c78e4c3b44751294a920a0dd4bed8fe5a976823d2,KB0824137,Ocado Innovation Limited,Support and Troubleshooting
0ca2f56895552e2ee4b49f1c78e4c3b44751294a920a0dd4bed8fe5a976823d2,KB0854415,Ocado Innovation Limited,Support and Troubleshooting
0ca2f56895552e2ee4b49f1c78e4c3b44751294a920a0dd4bed8fe5a976823d2,KB0712428,Ocado Innovation Limited,Support and Troubleshooting
55e38813e9718fd4a61f77f7f64fc3686be0081d2b9696327faea57848447a61,KB1588304,Capgemini - State Of Texas,Support and Troubleshooting
265d252564108195f18cd0611f6033cde4e34f3fcfa1558c6b545df9f93c3df4,KB1120598,House of Commons,Product Knowledge
8d13a306dec8a56d3243acab5f493d0d657cd00a5b495a3ca519baff464ac515,KB1553688,Terumo BCT Inc,Support and Troubleshooting
8d13a306dec8a56d3243acab5f493d0d657cd00a5b495a3ca519baff464ac515,KB0752296,Terumo BCT Inc,Support and Troubleshooting
775cc84154ea8a97e950d8e48c750fe050e894a2599d2da9851705e431b302ae,KB0963895,"Thirdera Solutions, S.L.",Support and Troubleshooting
0ca2f56895552e2ee4b49f1c78e4c3b44751294a920a0dd4bed8fe5a976823d2,KB0855784,Ocado Innovation Limited,Support and Troubleshooting
b052fcd99cc01ca4b3ee24fa2cf0105d29a9b98a090198331565ba84d3cb14ae,KB1436898,Health Insurance Claims Review & Reimbursement Services,Support and Troubleshooting
b052fcd99cc01ca4b3ee24fa2cf0105d29a9b98a090198331565ba84d3cb14ae,KB1220159,Health Insurance Claims Review & Reimbursement Services,Known Error
b052fcd99cc01ca4b3ee24fa2cf0105d29a9b98a090198331565ba84d3cb14ae,KB0717939,Health Insurance Claims Review & Reimbursement Services,Support and Troubleshooting
a962a4fddece4081357e9ef2100037a9d40be6b5d16e687d38aebfb0fdb77919,KB0825735,Albany Med Health System a/k/a Albany Medical Center,Support and Troubleshooting
a962a4fddece4081357e9ef2100037a9d40be6b5d16e687d38aebfb0fdb77919,KB0748535,Albany Med Health System a/k/a Albany Medical Center,Support and Troubleshooting
51fb88b970f37ff91e73a5c8f2b3610e252dbe75d44e6350a8187aad7cd1e3c7,KB1197774,Proficio Inc,Support and Troubleshooting
51fb88b970f37ff91e73a5c8f2b3610e252dbe75d44e6350a8187aad7cd1e3c7,KB1123968,Proficio Inc,Support and Troubleshooting
b525a1066e2b1ff67bc50b90f0c5046941f9b7106dcf1a747906279cadfc300f,KB0997373,T Rowe Price Group Inc,Support and Troubleshooting
b525a1066e2b1ff67bc50b90f0c5046941f9b7106dcf1a747906279cadfc300f,KB1548092,T Rowe Price Group Inc,Support and Troubleshooting
b525a1066e2b1ff67bc50b90f0c5046941f9b7106dcf1a747906279cadfc300f,KB0867680,T Rowe Price Group Inc,Support and Troubleshooting
4a151755badcac02f71a9546b1a5b8935e6d29b9afaebe7ebf64e3c94e8989c1,KB1553688,NTT Data I Corp,Support and Troubleshooting
4a151755badcac02f71a9546b1a5b8935e6d29b9afaebe7ebf64e3c94e8989c1,KB1080515,NTT Data I Corp,Support and Troubleshooting
c0da91205041fc1ea4bf3df7799dd9d2a993f11d83205e3f11c040308def7423,KB0746987,Lowe's Companies Inc,Support and Troubleshooting
c0da91205041fc1ea4bf3df7799dd9d2a993f11d83205e3f11c040308def7423,KB0712483,Lowe's Companies Inc,Support and Troubleshooting
813ef0df9b52283ef3ccbb6f34ca58284b381d42c882522808f37afcb9ce87c9,KB0791676,DLA Piper UK LLP,Support and Troubleshooting
813ef0df9b52283ef3ccbb6f34ca58284b381d42c882522808f37afcb9ce87c9,KB1432335,DLA Piper UK LLP,Support and Troubleshooting
813ef0df9b52283ef3ccbb6f34ca58284b381d42c882522808f37afcb9ce87c9,KB0824103,DLA Piper UK LLP,Support and Troubleshooting
813ef0df9b52283ef3ccbb6f34ca58284b381d42c882522808f37afcb9ce87c9,KB0992741,DLA Piper UK LLP,Support and Troubleshooting
b1ac871540b2d6071b669b1c3601c5586fc7395cfd177c340e2fe398d7cf0ebb,KB0855358,3CLogic Inc,Support and Troubleshooting
549c344fe91558e75c1b905fb4b073d498a1e973c565627e50f2d300f3f8c8be,KB0657100,Capgemini Nederland BV,Support and Troubleshooting
8763f8a933ffa287abcedfa7c852ed11a5da6dd69d54c1404b7ec3a2373b5b0f,KB0693863,Schroder Investment Management Ltd,Support and Troubleshooting
8763f8a933ffa287abcedfa7c852ed11a5da6dd69d54c1404b7ec3a2373b5b0f,KB0792539,Schroder Investment Management Ltd,Known Error
b7d6b4736b46bc8a244a14c872b832959cc08e78bfd79131773c0ef136b8f0c5,KB0964562,TTI Inc,CORE
58ab5052c03550e120498ce16c5326c61201c6ef2889e88dae2f6c3017d8317d,KB0538621,Sika Informationssysteme AG,Support and Troubleshooting
946af306dc83e2b37008f869d4bfba0ccba31b891ba109c8681ae7a5612f624b,KB1112475,Advania Sverige AB,Support and Troubleshooting
05e1712e56aa2fea7ffba10ced3c3a1aed72bd81be839b905a90a57213cb4cae,KB0993901,Disney Technology Services & Solutions,Support and Troubleshooting
479a3e7127f1f12800c04b2aabe01529d7352c2cd00321a92fd73cde23ba8586,KB0815946,"American Family Mutual Insurance Company, S. I.",Support and Troubleshooting
479a3e7127f1f12800c04b2aabe01529d7352c2cd00321a92fd73cde23ba8586,KB0863987,"American Family Mutual Insurance Company, S. I.",Support and Troubleshooting
479a3e7127f1f12800c04b2aabe01529d7352c2cd00321a92fd73cde23ba8586,KB0720820,"American Family Mutual Insurance Company, S. I.",Support and Troubleshooting
8beecbfe9ac19c841c4ba2d4fe507fd195082b6b067c0ff83424ab4e57cdcc94,KB0597552,Chuden CTI Co Ltd,Support and Troubleshooting
8beecbfe9ac19c841c4ba2d4fe507fd195082b6b067c0ff83424ab4e57cdcc94,KB0547446,Chuden CTI Co Ltd,Support and Troubleshooting
75fe978dba8d4705547176ed6d64fc574f016a81b51d655155e7529df7b16ee8,KB0727982,FIL Investment Management Ltd,Known Error
4bc00329c5c19802a60d915a5bdddb4556016b151bc79fcbbd0aa3a6d9b598f5,KB0960721,inMorphis Services Pvt Ltd,Support and Troubleshooting
4bc00329c5c19802a60d915a5bdddb4556016b151bc79fcbbd0aa3a6d9b598f5,KB0696767,inMorphis Services Pvt Ltd,Support and Troubleshooting
91aca99b5b389be835fe437f260eba9d8dbbcc5c4f38ee9661682a13a4e364c0,KB0958726,Fruition NCE - Obvion,CORE
67077424d30fb7ac7758e9e364bc7cf6c2bbacd98af903d80ab4b87c957758db,KB0635398,Federal Home Loan Bank Of Des Moines,Support and Troubleshooting
130a177a4ac022f31e293235dcb7b432e220d75c2ed43598e9059667d863a9a7,KB0831585,NTT Data Financial Technology Corp,Support and Troubleshooting
130a177a4ac022f31e293235dcb7b432e220d75c2ed43598e9059667d863a9a7,KB0687724,NTT Data Financial Technology Corp,Support and Troubleshooting
4f42748b8de5a3ec3bc51f1eec28e40d1aac8674b43a6149249748b15a63e8c2,KB0961653,NTT Data - Provincial Health Services Authority,Support and Troubleshooting
f6ced432a298f123c42b4bbdd94b3709f916bb2cf7f9bedd7300c7ff4f461cde,KB0869146,HP Indigo Ltd,Support and Troubleshooting
c9f7b6f134c24b58a4988d9ad9719a7ce4350056b91ea5cfc7f55e15c6e9da3b,KB0958931,Hagerty Insurance Agency Inc,CORE
0fd00b13bdf8893d7b495e0be0fcdee72c807edb5f993e385960fd82fa83b773,KB0965705,ALINTA SERVCO PTY LTD,Support and Troubleshooting
d1da702ff709c019cbc622ddcfd6d784cf411694edfd353299a36be603e4e237,KB1157412,Western NY Regional Information Center (WNYRIC),Support and Troubleshooting
2baf0768c20d168919c21e550bc4e8d22dcd44a7211ef6feee4fe4cc3547959a,KB0958829,Azul Linhas Aereas Brasileiras SA,Support and Troubleshooting
911a2f212d14e3f486bb5a5fe84bb5ccc675bba9782f2cb280f67707d664487c,KB0819668,Azul Linhas Aereas Brasileiras SA,Support and Troubleshooting
592619393382faee7e35b99c2ee785390ee1cf1cf1f1f135e39e17f7010f20c1,KB0743666,Swisscom Schweiz AG - PostFinance,Support and Troubleshooting
8196d764bc563b0481359d3d8443e8921adf1322ef9409be19f3e4c15f457f1b,KB0695388,Harbin Clinic LLC,Support and Troubleshooting
8beecbfe9ac19c841c4ba2d4fe507fd195082b6b067c0ff83424ab4e57cdcc94,KB0541128,Chuden CTI Co Ltd,Support and Troubleshooting
4c2f15bfe557fa3a64639270ea0582bdf21dac9178b8afa0491ad1bd948c46c0,KB1497280,Shared Service Program,Support and Troubleshooting
4bc00329c5c19802a60d915a5bdddb4556016b151bc79fcbbd0aa3a6d9b598f5,KB0724199,inMorphis Services Pvt Ltd,Support and Troubleshooting
76e90ecde30c073736583dfae6df96ed5ed61d7f522da12c1051d247c4e56cd8,KB0622607,Hilton Domestic Operating Co Inc,Support and Troubleshooting
3bdbd3faf21dc6e9b0b7328cc73f3cff2cebde72ed657936c78accb4be4f1513,KB1437050,NTT Data Financial Technology Corp,Support and Troubleshooting
c9f7b6f134c24b58a4988d9ad9719a7ce4350056b91ea5cfc7f55e15c6e9da3b,KB0964562,Hagerty Insurance Agency Inc,CORE
595e8139354b60224aabcf2a7597b047d81ac4f3f2e6c4e29a6693134fe8ce45,KB0598956,FastWeb SpA,Known Error
ffc93a7eb8304242f0b7f86b95731f2dffe9feb06cfc6cb065025f3ffb80a18a,KB0622561,UP3 Services Ltd,Known Error
8b14d07df0bed0963975cc05023248e056915cc56d55ffba0f7a4ad1e5e686f4,KB1123580,Hamburg Port Authority Anstalt Offentlichen Rechts,Support and Troubleshooting
04ed101b5ddacfaab22a483552199e0db0cd75f71808985da14143a598bb9211,KB0597574,KPMG Australia,Support and Troubleshooting
5f1da993992fc5f98efca62783fd8439f785bdef46bdb805659ab79da5ebf545,KB0952757,Exact Sciences Corp,Known Error
5f1da993992fc5f98efca62783fd8439f785bdef46bdb805659ab79da5ebf545,KB0794207,Exact Sciences Corp,Support and Troubleshooting
5f1da993992fc5f98efca62783fd8439f785bdef46bdb805659ab79da5ebf545,KB0655967,Exact Sciences Corp,Support and Troubleshooting
3419dfc9c8ee4b0a0b72baecb0335989bcbf4117e2fd1544939df6fb8118df05,KB1167040,Department of Government Enablement,Support and Troubleshooting
3419dfc9c8ee4b0a0b72baecb0335989bcbf4117e2fd1544939df6fb8118df05,KB0564067,Department of Government Enablement,Security Compliance
b9693696ac528919eb799bd041469f2ae1afce967052549a2b4fbffcd5814451,KB0783392,Accelerate IT Solutions Pty Ltd,Support and Troubleshooting
b9693696ac528919eb799bd041469f2ae1afce967052549a2b4fbffcd5814451,KB0863673,Accelerate IT Solutions Pty Ltd,Support and Troubleshooting
b9693696ac528919eb799bd041469f2ae1afce967052549a2b4fbffcd5814451,KB0743854,Accelerate IT Solutions Pty Ltd,Support and Troubleshooting
b9693696ac528919eb799bd041469f2ae1afce967052549a2b4fbffcd5814451,KB0745489,Accelerate IT Solutions Pty Ltd,Support and Troubleshooting
b9693696ac528919eb799bd041469f2ae1afce967052549a2b4fbffcd5814451,KB1156815,Accelerate IT Solutions Pty Ltd,Support and Troubleshooting
9b5bb4a741e6b72797af937f31151a98b1406ef3fa865507f091d4275111c62b,KB1123580,Franklin Resources Inc,Support and Troubleshooting
4139230803d26d96620defbc4e0de0e26ed36446fd157fb587ff44ad0e38c7ab,KB1555339,Infosys - Nu Skin,Global Security Support Center (GSSC)
4df98ec1e6893cede2449109beaf6c38dd8d1a9995001bff14278f3fbdb3acf8,KB0997592,Hopitaux Universitaires de Geneve,Product Knowledge
4df98ec1e6893cede2449109beaf6c38dd8d1a9995001bff14278f3fbdb3acf8,KB0661756,Hopitaux Universitaires de Geneve,Support and Troubleshooting
6d0270f3b28fb5d6b20e57c3e22a1cf40f70229a10a8c70ee68333c152cd0009,KB0547254,KPMG LLP (Partner Account-DS),Support and Troubleshooting
5c6b6505c3aec953f769a09bb654315884ab65a16b3bcc1b4a3d0ddc9c42089b,KB0999302,Banco Pan,Support and Troubleshooting
6e9caf301dd5b72ef4f620da2960bee061bf8cb95c5c2be470be93a76f093a23,KB1584953,EYCT (CT Primary),Known Error
5b85a6609991213ea883ff2b422c9f06ecb83754899fc84940d625ebdbf1ffcf,KB1117299,Virnex Business Services Oy,Known Error
3c71b8476bc25c956d29ccbffe9b15e971feabfaee29350578c06cccb02a851d,KB1212084,National Westminster Bank Plc,Known Error
647f700aff2ce7614f0ce1445f55783484728f0dfc0742e5e676617ce581054f,KB0552861,Seacoast Banking Corp Of Florida,Support and Troubleshooting
40f6983d20d8166365ad49c51991d906364c9934715e63fefb7560c88908ebb0,KB0793276,CNS Co Ltd,Support and Troubleshooting
9668d54a6c58788567270daef180d134952f26f32eb2ed04d787bae949993ab8,KB0694157,AG Service Company Limited,Support and Troubleshooting
e039b071d80b9258391170945123434a67f2fd07cbf1f45ee821514ff07d278d,KB1532026,Truist Bank,Support and Troubleshooting
e039b071d80b9258391170945123434a67f2fd07cbf1f45ee821514ff07d278d,KB0958931,Truist Bank,CORE
f843e8e82c50d64906e9c052024ffaef2ffddcf864e0cbd3820f0bc3f3db9d8f,KB0749389,CSC Computer Sciences Limited,Support and Troubleshooting
3fc9301e7686c2306539473966e02e4dbbefbb6a11b08fd235b2df5c984ece6f,KB1284666,TELUS Health,Support and Troubleshooting
887c0d74f03e8505a74b5f86045fc3640bf9b4db971f128c8287c3fa1e1aaab1,KB0749811,NTT Data Corp (SGH),Support and Troubleshooting
616213f0727137c9205dd9abf6a5f4086ecc1de972faa2f5961d6a1e16dff681,KB1002170,Mercedes-Benz Group AG,Support and Troubleshooting
42f6d0e0f68b6408c10886a5e113a94f6850b97654621564a4d92f77507ed4b6,KB1123580,Mercedes-Benz Group AG,Support and Troubleshooting
a3b5ddfc87f09bd781acb1771a96c3a368bb510281113404b63a3f42321028de,KB0960379,Mercedes-Benz Group AG,CORE
5d7a269233be85363ddb3df4de306be5d2f8aac4b7f86193c22fc09692fdcb2f,KB0964562,MUFG Bank Ltd,CORE
23f3a4a601b1cb76ad05666467dfe1abbdaafa628aeac9dfd59d6170701b1572,KB1123580,"MEGACABLE COMUNICACIONES DE MÉXICO, S.A. DE C.V.",Support and Troubleshooting
4667243257913214af0f9f0c346796e56317e84dfb6af909160cc68c7da14da4,KB0829694,NC Dept Of Transportation NCDOT,Support and Troubleshooting
c8feaabf0583137e0dd433132add6ceac1f9f1fb8e24e377d666f9bbd2dbe0ae,KB0727748,Kolster Oy Ab,Support and Troubleshooting
c8feaabf0583137e0dd433132add6ceac1f9f1fb8e24e377d666f9bbd2dbe0ae,KB0541631,Kolster Oy Ab,Support and Troubleshooting
af9c65606167b65be2461b6da91c1fde8444b6848a0434ca90611c3455b08055,KB1124334,MPG Operations LLC,Support and Troubleshooting
c2c88b386913c45ad3ebfce43bd7e0e8a9aaaa3ed10348139db8024f1c510a91,KB0748932,"Landis+Gyr Technology, Inc.",Support and Troubleshooting
c2c88b386913c45ad3ebfce43bd7e0e8a9aaaa3ed10348139db8024f1c510a91,KB0657528,"Landis+Gyr Technology, Inc.",Support and Troubleshooting
9d8689a1c06fe56cfedd79eb409ab6155ee09b32470b214c6817861b79042708,KB0958758,NHS Greater Manchester ICB,CORE
